$0;1556115568632000000;1.13;KIEKER;Davids-MBP.fritz.box;1;false;0;NANOSECONDS;0
$1;1556115568667000000;851681cc-012c-4183-a8ce-5fb86e6cf354;ac15ba66-4f3c-4ae2-ac96-3418686233b1;_ddiwgGRPEemGrPrX_y-VRA;_oro4gG3fEdy4YaaT-RYrLQ;1556115568660608988;1556115568661937209
$1;1556115568668000000;851681cc-012c-4183-a8ce-5fb86e6cf354;ac15ba66-4f3c-4ae2-ac96-3418686233b1;_K2mOEGRQEemGrPrX_y-VRA;_oro4gG3fEdy4YaaT-RYrLQ;1556115568664915925;1556115568665846614
$1;1556115568668000000;851681cc-012c-4183-a8ce-5fb86e6cf354;ac15ba66-4f3c-4ae2-ac96-3418686233b1;_dFsbwGRQEemGrPrX_y-VRA;_oro4gG3fEdy4YaaT-RYrLQ;1556115568665864352;1556115568666055171
$1;1556115568669000000;851681cc-012c-4183-a8ce-5fb86e6cf354;ac15ba66-4f3c-4ae2-ac96-3418686233b1;_9OxRAGRQEemGrPrX_y-VRA;_oro4gG3fEdy4YaaT-RYrLQ;1556115568666073473;1556115568666445275
$2;1556115569356000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;0.7890909090909091;1556115569353857172
$2;1556115569356000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;NaN;1556115569353939996
$2;1556115569356000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;NaN;1556115569353966115
$2;1556115569356000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;NaN;1556115569353987964
$2;1556115569356000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;NaN;1556115569354009029
$2;1556115569356000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;NaN;1556115569354033195
$2;1556115569356000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;NaN;1556115569354053513
$2;1556115569356000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;NaN;1556115569354073006
$2;1556115569356000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;NaN;1556115569354092037
$2;1556115569356000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;NaN;1556115569354110714
$2;1556115569410000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;NaN;1556115569407423914
$2;1556115569484000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;NaN;1556115569481803938
$2;1556115569560000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;NaN;1556115569557566242
$2;1556115569636000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;NaN;1556115569633594375
$1;1556115569695000000;851681cc-012c-4183-a8ce-5fb86e6cf354;ac15ba66-4f3c-4ae2-ac96-3418686233b1;_FrlsUGRREemGrPrX_y-VRA;_oro4gG3fEdy4YaaT-RYrLQ;1556115568666463116;1556115569693291387
$3;1556115569697000000;851681cc-012c-4183-a8ce-5fb86e6cf354;ac15ba66-4f3c-4ae2-ac96-3418686233b1;_fgN6Z2BTEem3FetPjQjq2g;{"items.NUMBER_OF_ELEMENTS":573,"orders.NUMBER_OF_ELEMENTS":149,"recommender.VALUE":"PREPROC_SLOPE_ONE",};<not set>;<not set>;_glnfYGBXEem3FetPjQjq2g;1556115568660562278;1556115569693430292
$1;1556115569698000000;c55ebdd0-7427-4d99-9f39-fdd451d10df7;a09de6ee-c5e4-4a08-a0f1-4e083fcb47c0;_ddiwgGRPEemGrPrX_y-VRA;_oro4gG3fEdy4YaaT-RYrLQ;1556115569695131170;1556115569695656539
