$4;1554392852347000000;1554391291947;_ZVdrwOEhEduBSuO8WivxSA;_oro4gG3fEdy4YaaT-RYrLQ;0.2;1554392852349489723
$4;1554392852379000000;1554391285480;_ZVdrwOEhEduBSuO8WivxSA;_oro4gG3fEdy4YaaT-RYrLQ;0.21052631578947367;1554392852381643376
$4;1554392852393000000;1554391280092;_ZVdrwOEhEduBSuO8WivxSA;_oro4gG3fEdy4YaaT-RYrLQ;0.10526315789473684;1554392852395449959
$4;1554392852393000000;1554391288494;_ZVdrwOEhEduBSuO8WivxSA;_oro4gG3fEdy4YaaT-RYrLQ;0.1111111111111111;1554392852395564379
$4;1554392852422000000;1554391277116;_ZVdrwOEhEduBSuO8WivxSA;_oro4gG3fEdy4YaaT-RYrLQ;0.058823529411764705;1554392852424848384
$4;1554392852447000000;1554391291947;_ZVdrwOEhEduBSuO8WivxSA;_oro4gG3fEdy4YaaT-RYrLQ;0.0;1554392852449588709
$4;1554392852480000000;1554391285480;_ZVdrwOEhEduBSuO8WivxSA;_oro4gG3fEdy4YaaT-RYrLQ;0.0;1554392852482523527
$4;1554392852491000000;1554391280092;_ZVdrwOEhEduBSuO8WivxSA;_oro4gG3fEdy4YaaT-RYrLQ;0.0;1554392852494017201
$4;1554392852493000000;1554391288494;_ZVdrwOEhEduBSuO8WivxSA;_oro4gG3fEdy4YaaT-RYrLQ;0.0;1554392852495457351
$4;1554392852523000000;1554391277116;_ZVdrwOEhEduBSuO8WivxSA;_oro4gG3fEdy4YaaT-RYrLQ;0.0;1554392852525454546
$4;1554392852547000000;1554391291947;_ZVdrwOEhEduBSuO8WivxSA;_oro4gG3fEdy4YaaT-RYrLQ;0.0;1554392852549532645
$4;1554392852580000000;1554391285480;_ZVdrwOEhEduBSuO8WivxSA;_oro4gG3fEdy4YaaT-RYrLQ;0.0;1554392852583085519
$4;1554392852591000000;1554391280092;_ZVdrwOEhEduBSuO8WivxSA;_oro4gG3fEdy4YaaT-RYrLQ;0.0;1554392852594105718
$4;1554392852593000000;1554391288494;_ZVdrwOEhEduBSuO8WivxSA;_oro4gG3fEdy4YaaT-RYrLQ;0.0;1554392852595846114
$4;1554392852621000000;1554391277116;_ZVdrwOEhEduBSuO8WivxSA;_oro4gG3fEdy4YaaT-RYrLQ;0.2;1554392852623899474
$1;1554392852623000000;<not set>;e7f0c1bc-8d18-4489-a06b-854f16b68b0d;queryStockItem;_2GlXMNL-EdujoZKiiOMQBA;1554392852619082420;1554392852625621629
$2;1554392852623000000;<not set>;e7f0c1bc-8d18-4489-a06b-854f16b68b0d;queryStockItem;{};<not set>;<not set>;_MX0AwFcyEd23wcZsd06DZg;1554392852619068234;1554392852625665185
$4;1554392852647000000;1554391291947;_ZVdrwOEhEduBSuO8WivxSA;_oro4gG3fEdy4YaaT-RYrLQ;0.25;1554392852649892519
$4;1554392852679000000;1554391285480;_ZVdrwOEhEduBSuO8WivxSA;_oro4gG3fEdy4YaaT-RYrLQ;0.2777777777777778;1554392852682132684
$1;1554392852691000000;<not set>;08e25608-db19-47b3-8b92-e7126a2ac27a;queryStockItem;_2GlXMNL-EdujoZKiiOMQBA;1554392852685892130;1554392852693410694
$4;1554392852691000000;1554391280092;_ZVdrwOEhEduBSuO8WivxSA;_oro4gG3fEdy4YaaT-RYrLQ;0.3684210526315789;1554392852693554961
$2;1554392852691000000;<not set>;08e25608-db19-47b3-8b92-e7126a2ac27a;queryStockItem;{};<not set>;<not set>;_MX0AwFcyEd23wcZsd06DZg;1554392852685885445;1554392852693631170
$4;1554392852692000000;1554391288494;_ZVdrwOEhEduBSuO8WivxSA;_oro4gG3fEdy4YaaT-RYrLQ;0.38888888888888884;1554392852695284953
