$0;1583199560719000000;1.13;KIEKER;Davids-MacBook.fritz.box;1;false;0;NANOSECONDS;0
$1;1583199561220000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;0.9701492537313432;1583199561219601964
$1;1583199561220000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;NaN;1583199561219617938
$1;1583199561220000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;NaN;1583199561219623434
$1;1583199561220000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;NaN;1583199561219627973
$1;1583199561321000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;NaN;1583199561321035126
$1;1583199561471000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;NaN;1583199561470531870
$1;1583199561620000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;NaN;1583199561619301108
$1;1583199561770000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;0.9174311926605504;1583199561769419657
$1;1583199561926000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;1.0;1583199561925824453
$1;1583199562073000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;1.0;1583199562072788318
$1;1583199562224000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;1.0;1583199562223296437
$1;1583199562370000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;0.9666666666666666;1583199562369739223
$1;1583199562520000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;0.9;1583199562519221105
$1;1583199562673000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;0.7049180327868851;1583199562672658676
$1;1583199562820000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;0.7068965517241379;1583199562819252924
$1;1583199562977000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;0.6190476190476191;1583199562976311149
$2;1583199563102000000;e98626f9-becf-4de9-97bb-4ab676d02536;df4c5460-b88e-4301-b6ff-1502477d6038;_PcBfB3ZBEempQpRnYjFCyw;{"userItems.NUMBER_OF_ELEMENTS":81,};679dee47-b8f0-45ca-982f-f5b032516944;<not set>;_qCsJsHZDEempQpRnYjFCyw;1583199563101521620;1583199563101594548
$3;1583199563114000000;e98626f9-becf-4de9-97bb-4ab676d02536;679dee47-b8f0-45ca-982f-f5b032516944;_gkg_HHZDEempQpRnYjFCyw;_oro4gG3fEdy4YaaT-RYrLQ;1583199563101603878;1583199563113380249
$2;1583199563114000000;e98626f9-becf-4de9-97bb-4ab676d02536;679dee47-b8f0-45ca-982f-f5b032516944;_fgN6Z2BTEem3FetPjQjq2g;{"items.NUMBER_OF_ELEMENTS":666,"orders.NUMBER_OF_ELEMENTS":175,"recommender.VALUE":"PREPROC_SLOPE_ONE",};<not set>;<not set>;_glnfYGBXEem3FetPjQjq2g;1583199563101279990;1583199563113509161
$1;1583199563122000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;0.6379310344827587;1583199563121513352
$2;1583199563141000000;6f4a2627-aef2-42d7-a76a-455ac274c896;80863434-6bec-4ccd-a921-4730b5773dae;_PcBfB3ZBEempQpRnYjFCyw;{"userItems.NUMBER_OF_ELEMENTS":81,};9f768e9d-dad5-4fb4-b692-c3b874434d93;<not set>;_qCsJsHZDEempQpRnYjFCyw;1583199563140949400;1583199563141028320
$3;1583199563154000000;6f4a2627-aef2-42d7-a76a-455ac274c896;9f768e9d-dad5-4fb4-b692-c3b874434d93;_gkg_HHZDEempQpRnYjFCyw;_oro4gG3fEdy4YaaT-RYrLQ;1583199563141037095;1583199563153683311
$2;1583199563154000000;6f4a2627-aef2-42d7-a76a-455ac274c896;9f768e9d-dad5-4fb4-b692-c3b874434d93;_fgN6Z2BTEem3FetPjQjq2g;{"items.NUMBER_OF_ELEMENTS":666,"orders.NUMBER_OF_ELEMENTS":175,"recommender.VALUE":"PREPROC_SLOPE_ONE",};<not set>;<not set>;_glnfYGBXEem3FetPjQjq2g;1583199563140725423;1583199563153756995
$1;1583199563273000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;0.6229508196721312;1583199563272684438
$1;1583199563426000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;NaN;1583199563425434645
$1;1583199563577000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;NaN;1583199563576089782
$1;1583199563723000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;NaN;1583199563722176418
$1;1583199563873000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;0.4107883817427386;1583199563872680305
$1;1583199564026000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;0.2542372881355932;1583199564025197508
$1;1583199564177000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;0.13114754098360654;1583199564176356370
$1;1583199564328000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;0.15;1583199564327357382
$1;1583199564471000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;0.3559322033898305;1583199564470986860
$1;1583199564625000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;0.180327868852459;1583199564624182733
$1;1583199564775000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;0.21666666666666665;1583199564774909654
$1;1583199564921000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;0.0847457627118644;1583199564920387261
$1;1583199565074000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;0.016666666666666666;1583199565073956735
$1;1583199565227000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;0.25396825396825395;1583199565226779865
$1;1583199565378000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;0.15254237288135594;1583199565377140633
$1;1583199565522000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;0.0;1583199565521140192
$1;1583199565678000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;0.24615384615384617;1583199565677923157
$1;1583199565827000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;0.19298245614035087;1583199565826784219
$1;1583199565974000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;0.35;1583199565973123119
$1;1583199566125000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;0.11290322580645161;1583199566124798192
$1;1583199566272000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;0.2931034482758621;1583199566271908163
$1;1583199566428000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;0.1746031746031746;1583199566427796868
$1;1583199566577000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;0.06779661016949153;1583199566576870368
$1;1583199566720000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;NaN;1583199566719608697
$1;1583199566876000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;NaN;1583199566875250139
$1;1583199567023000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;0.2485875706214689;1583199567022189341
$1;1583199567170000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;0.11290322580645161;1583199567169635211
$1;1583199567321000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;0.13559322033898305;1583199567320861154
$1;1583199567477000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;0.13114754098360656;1583199567476146103
$2;1583199567491000000;63cce9e1-06a4-434a-a9a9-969e42da5471;dfff2ae7-99e1-457a-8d1a-0254cb366d5a;_PcBfB3ZBEempQpRnYjFCyw;{"userItems.NUMBER_OF_ELEMENTS":81,};d9832e20-498f-4693-85b7-b0ad4af148ad;<not set>;_qCsJsHZDEempQpRnYjFCyw;1583199567490508584;1583199567490604505
