$2;1555452929162000000;971eab3a-741d-4b30-a0dd-7f8b447117c9;a720685c-25c6-4e7f-8b2b-97a2da77382a;_CHb7LGBWEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;1555452929163125264;1555452929163147372
$4;1555452929162000000;971eab3a-741d-4b30-a0dd-7f8b447117c9;a720685c-25c6-4e7f-8b2b-97a2da77382a;_fgN6Z2BTEem3FetPjQjq2g;{"items.NUMBER_OF_ELEMENTS":1,"userId.VALUE":"562","userId.BYTESIZE":3,"recommender.VALUE":"PREPROC_SLOPE_ONE",};<not set>;<not set>;_glnfYGBXEem3FetPjQjq2g;1555452929163111939;1555452929163148288
$2;1555452929170000000;69c2c3e1-e17e-439a-95f9-d510f38dadbc;9936747e-e736-4cb3-8591-2eb27ac65f91;_r2gsPGBUEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;1555452929170570270;1555452929170571280
$2;1555452929170000000;69c2c3e1-e17e-439a-95f9-d510f38dadbc;9936747e-e736-4cb3-8591-2eb27ac65f91;_y8fa_GBVEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;1555452929170578516;1555452929170578801
$3;1555452929170000000;69c2c3e1-e17e-439a-95f9-d510f38dadbc;9936747e-e736-4cb3-8591-2eb27ac65f91;_1OWlVGBUEem3FetPjQjq2g;1
$2;1555452929170000000;69c2c3e1-e17e-439a-95f9-d510f38dadbc;9936747e-e736-4cb3-8591-2eb27ac65f91;_CHb7LGBWEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;1555452929170580151;1555452929170600497
$4;1555452929170000000;69c2c3e1-e17e-439a-95f9-d510f38dadbc;9936747e-e736-4cb3-8591-2eb27ac65f91;_fgN6Z2BTEem3FetPjQjq2g;{"items.NUMBER_OF_ELEMENTS":1,"userId.VALUE":"566","userId.BYTESIZE":3,"recommender.VALUE":"PREPROC_SLOPE_ONE",};<not set>;<not set>;_glnfYGBXEem3FetPjQjq2g;1555452929170568417;1555452929170601562
$2;1555452929175000000;04694847-e6e4-486a-95f9-b4866eb150e4;2ec891ad-80e0-41ac-b143-025af4556f76;_r2gsPGBUEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;1555452929175895868;1555452929175896938
$2;1555452929175000000;04694847-e6e4-486a-95f9-b4866eb150e4;2ec891ad-80e0-41ac-b143-025af4556f76;_y8fa_GBVEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;1555452929175904236;1555452929175904596
$2;1555452929175000000;04694847-e6e4-486a-95f9-b4866eb150e4;2ec891ad-80e0-41ac-b143-025af4556f76;_y8fa_GBVEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;1555452929175905088;1555452929175905249
$3;1555452929175000000;04694847-e6e4-486a-95f9-b4866eb150e4;2ec891ad-80e0-41ac-b143-025af4556f76;_1OWlVGBUEem3FetPjQjq2g;2
